date,empl,pce,ppce,ipm,ebp_oa,lmret,ffr_eff,lmarket,BBD
1/1/1973,1103.38,811.2983295,325.8134999,364.4846936,0.083786684,-2.783858247,6.5,-2.783858247,
2/1/1973,1103.98,811.9103816,326.3351935,366.142055,0.052134423,-7.322092835,7.5,-7.322092835,
3/1/1973,1104.36,812.0460842,327.0405091,366.2970662,-0.052325484,-8.110287444,7.375,-8.110287444,
4/1/1973,1104.58,811.6551432,327.7936872,366.1490583,-0.105488004,-13.42493586,7.625,-13.42493586,
5/1/1973,1104.82,811.8710648,328.2789151,366.8066119,-0.015975554,-15.90572351,8.125,-15.90572351,
6/1/1973,1105.11,811.6243872,328.855113,366.755772,0.057216148,-16.77421631,8.875,-16.77421631,
7/1/1973,1105.16,812.4203935,329.2163461,367.2318355,-0.36788628,-11.2351128,11.22,-11.2351128,
8/1/1973,1105.50,811.1796081,330.3547801,366.9504466,-0.230568342,-14.24471849,11.22,-14.24471849,
9/1/1973,1105.70,812.6349665,330.7545826,367.8925618,-0.321916632,-8.991416729,10.82,-8.991416729,
10/1/1973,1106.08,811.9508735,331.3167304,368.7289825,0.151506638,-9.034093404,10.61,-9.034093404,
11/1/1973,1106.47,812.1337762,332.1360208,369.4642339,0.044840625,-21.89737159,10.34,-21.89737159,
12/1/1973,1106.61,811.2917376,332.9558155,369.5137725,-0.009325101,-20.76130138,9.83,-20.76130138,
1/1/1974,1106.69,811.250678,333.907372,368.6146853,-0.043364781,-20.32147673,9.31,-20.32147673,
2/1/1974,1106.85,810.6788906,335.0640658,368.2140516,0.177234902,-20.08659828,8.87,-20.08659828,
3/1/1974,1106.89,810.8340351,336.2213974,368.148817,-0.123033278,-22.45085487,9.95,-22.45085487,
4/1/1974,1106.96,811.1586073,336.9259418,367.7684904,0.018774937,-27.15548952,11,-27.15548952,
5/1/1974,1107.17,811.4453366,337.9019937,368.3863163,0.037553643,-31.44430853,11.64,-31.44430853,
6/1/1974,1107.23,811.1994048,338.7470261,368.5342669,0.602297526,-33.76528194,13.31,-33.76528194,
7/1/1974,1107.20,811.5210014,339.4877453,368.3179593,1.093177989,-41.11690559,12.06,-41.11690559,
8/1/1974,1107.12,812.2570096,340.5255802,367.500445,0.654096957,-50.30172533,11.6,-50.30172533,
9/1/1974,1106.96,811.2476803,341.5593262,367.7010399,0.739296591,-61.92346028,11.11,-61.92346028,
10/1/1974,1106.89,810.9675979,342.276316,366.9246011,0.797077497,-46.60116675,9.66,-46.60116675,
11/1/1974,1106.24,809.9028788,343.0270629,363.7884413,0.841187855,-50.79244025,9.47,-50.79244025,
12/1/1974,1105.24,809.6997113,343.8139861,359.0967046,0.948520652,-53.53003064,3.87,-53.53003064,
1/1/1975,1104.57,810.4996477,344.4352652,357.0392774,0.291884217,-40.2869782,6.76,-40.2869782,
2/1/1975,1103.77,811.3630273,344.9797051,354.1327284,0.368796054,-34.61005922,6.07,-34.61005922,
3/1/1975,1103.32,811.1526063,345.3188766,352.8205762,0.512582761,-31.63567974,5.39,-31.63567974,
4/1/1975,1102.95,811.2743568,345.6600552,352.6283865,0.159561792,-27.09087069,7.03,-27.09087069,
5/1/1975,1103.16,813.258016,346.0629135,352.5653379,0.320599483,-21.72354748,5.23,-21.72354748,
6/1/1975,1103.06,813.406573,346.686027,353.437982,0.213032369,-16.70433796,5.97,-16.70433796,
7/1/1975,1103.34,813.8141166,347.540773,355.0068786,0.352295815,-22.93283246,6.23,-22.93283246,
8/1/1975,1103.95,814.0685734,347.9731259,355.8861318,0.268119979,-25.31672062,6.13,-25.31672062,
9/1/1975,1104.14,814.3174423,348.4680319,357.5935056,0.281021146,-29.19184608,6.22,-29.19184608,
10/1/1975,1104.51,814.3017426,349.0489489,358.0806162,0.10165577,-23.75657203,5.65,-23.75657203,
11/1/1975,1104.73,815.0496771,349.6871132,358.3991435,0.200095613,-20.68198753,5.29,-20.68198753,
12/1/1975,1105.20,816.0003829,350.2399262,359.7171608,-0.028526093,-21.78787296,5.37,-21.78787296,
1/1/1976,1105.94,816.9959255,350.6187829,361.0873688,-0.074069247,-9.919725319,4.84,-9.919725319,
2/1/1976,1106.41,816.9183453,350.7477474,362.5857637,0.007610052,-9.190943894,4.89,-9.190943894,
3/1/1976,1106.76,817.4156254,350.8974974,362.7895825,-0.023501761,-6.546298961,5.07,-6.546298961,
4/1/1976,1107.14,818.125881,351.1276746,363.4483689,0.025434583,-7.590613998,5.1,-7.590613998,
5/1/1976,1107.19,817.410834,351.5983338,363.9587806,-0.013051877,-8.531905176,5.67,-8.531905176,
6/1/1976,1107.31,818.5481207,352.0342452,363.9869846,0.063333322,-4.179297577,5.71,-4.179297577,
7/1/1976,1107.52,818.8394637,352.5389465,364.7175233,0.057812722,-4.796911994,5.32,-4.796911994,
8/1/1976,1107.75,819.0215736,353.0879709,365.3279556,-0.026769301,-4.940527872,5.31,-4.940527872,
9/1/1976,1108.09,819.3986181,353.6485564,365.5585397,-0.035603747,-2.521602206,5.31,-2.521602206,
10/1/1976,1108.02,819.5615085,354.1712663,365.5015443,0.007769183,-4.579917929,5.02,-4.579917929,
11/1/1976,1108.47,820.1347556,354.622082,366.7805631,-0.179838747,-4.044913533,4.69,-4.044913533,
12/1/1976,1108.79,821.4475989,355.177024,367.8332268,0.03827406,1.931956264,4.17,1.931956264,
1/1/1977,1109.19,821.1480201,355.7460115,367.5830751,-0.180955865,-1.769414055,4.65,-1.769414055,
2/1/1977,1109.64,821.6976893,356.5241814,369.2931736,-0.090747694,-3.357957866,4.73,-3.357957866,
3/1/1977,1110.26,821.765174,357.0208524,370.7436276,0.040990795,-4.286905656,4.72,-4.286905656,
4/1/1977,1110.73,821.9121332,357.6046646,371.8021318,0.01263941,-3.792879179,5.12,-3.792879179,
5/1/1977,1111.18,822.1949267,358.1127192,372.6851654,-0.094579478,-4.877286681,5.47,-4.877286681,
6/1/1977,1111.66,822.159722,358.6680602,373.5379345,-0.158055708,0.131816515,5.64,0.131816515,
7/1/1977,1112.04,822.9684437,359.1927928,373.5523855,-0.081381483,-1.157440806,5.86,-1.157440806,
8/1/1977,1112.35,822.9124378,359.6572261,374.0317977,-0.144859528,-2.501645898,6.03,-2.501645898,
9/1/1977,1112.92,823.225402,360.0376056,374.1593747,-0.091442351,-2.344380325,6.46,-2.344380325,
10/1/1977,1113.21,824.0551285,360.5035782,374.4527859,-0.111084144,-6.351644319,6.6,-6.351644319,
11/1/1977,1113.69,824.6643518,361.0809799,374.5605487,-0.094187915,-1.908657129,6.56,-1.908657129,
12/1/1977,1114.00,824.8662554,361.5717188,375.6537622,-0.247264996,-1.090201533,6.53,-1.090201533,
1/1/1978,1114.16,823.7963298,362.1697442,374.1751519,-0.243735612,-6.76865379,6.79,-6.76865379,
2/1/1978,1114.59,825.2459121,362.6445384,374.5259933,-0.242940956,-7.700440672,6.83,-7.700440672,
3/1/1978,1115.24,826.2401582,363.2943822,376.2692427,-0.226614075,-4.355710653,6.97,-4.355710653,
4/1/1978,1116.15,826.8380488,364.0476715,377.8186165,-0.177934919,3.603073155,7.25,3.603073155,
5/1/1978,1116.58,827.2358581,364.7614653,378.2304145,-0.121764224,5.900306531,7.43,5.900306531,
6/1/1978,1117.18,827.559795,365.4132718,379.0397909,-0.366904024,4.819401746,8.01,4.819401746,
7/1/1978,1117.47,827.0842424,365.9605111,378.9633582,-0.259231605,10.33915439,8,10.33915439,
8/1/1978,1117.87,827.9803646,366.4663603,379.5430243,-0.306580712,14.48715971,8.4,14.48715971,
9/1/1978,1118.16,827.820985,367.0359004,380.1044901,-0.238564549,13.79570435,8.9,13.79570435,
10/1/1978,1118.58,827.9905076,367.8273408,380.8461044,-0.457059321,2.030203714,9.35,2.030203714,
11/1/1978,1119.13,828.3516865,368.3917162,381.7527371,-0.215805411,5.353577755,9.94,5.353577755,
12/1/1978,1119.50,828.94767,368.8604416,382.5238422,-0.368333796,7.109124462,10.84,7.109124462,
1/1/1979,1119.65,828.5843562,369.6053658,381.6660239,-0.236785688,11.93945093,10.57,11.93945093,
2/1/1979,1119.97,829.067144,370.1351356,382.0704808,-0.30197294,9.22639105,10.24,9.22639105,
3/1/1979,1120.54,829.1656779,370.9123161,382.5222051,-0.10202967,15.58183538,10.07,15.58183538,
4/1/1979,1120.42,828.607039,371.9457155,380.9545086,-0.177938979,16.43042426,10.43,16.43042426,
5/1/1979,1120.91,828.8919001,372.9733448,382.179356,-0.269277074,15.06352866,10.31,15.06352866,
6/1/1979,1121.27,829.1516434,373.7931489,382.3384724,-0.160995535,19.64210087,10.54,19.64210087,
7/1/1979,1121.27,829.0581132,374.547243,382.3797584,-0.221920862,21.13011285,10.81,21.13011285,
8/1/1979,1121.27,830.1367797,375.3097611,381.0375531,-0.31511837,27.40208623,11.29,27.40208623,
9/1/1979,1121.45,830.3928186,376.1874307,381.3424575,-0.086944799,27.54481033,12.16,27.54481033,
10/1/1979,1121.65,830.063789,376.9975453,381.6951608,-0.912920607,20.00134638,14.82,20.00134638,
11/1/1979,1121.72,830.3242258,377.6867437,381.3562926,-0.162666935,26.16752511,13.96,26.16752511,
12/1/1979,1121.84,830.0282674,378.5211839,381.6680396,0.132277682,28.94969241,14.77,28.94969241,
1/1/1980,1121.99,830.8250824,379.5579073,382.0752092,-0.099544352,35.30413919,13.4,35.30413919,
2/1/1980,1122.06,829.9842827,380.6329101,382.0108643,-0.585807399,35.40555025,16.33,35.40555025,
3/1/1980,1122.12,829.1654274,381.8481261,381.2704443,0.260605282,22.59674395,19.85,22.59674395,
4/1/1980,1121.54,827.8864934,382.3716244,379.1163871,-0.733181674,27.69338815,14.64,27.69338815,
5/1/1980,1121.13,827.3946418,383.1485175,375.9291019,0.023881205,33.52877577,11.06,33.52877577,
6/1/1980,1120.71,827.8593304,383.7751943,374.3628648,-0.082182251,37.23081192,10.44,37.23081192,
7/1/1980,1120.39,828.713076,384.5434384,373.3237414,0.096727113,43.94415831,9.93,43.94415831,
8/1/1980,1120.75,828.8217667,385.3736897,373.9933135,-0.037940086,46.27216766,10.74,46.27216766,
9/1/1980,1121.01,828.8288074,386.2937798,375.6540368,-0.071969769,49.17929425,13.19,49.17929425,
10/1/1980,1121.32,830.0471476,387.0888462,377.5369257,-0.29772167,51.16863598,13.77,51.16863598,
11/1/1980,1121.65,829.7705449,387.8983151,379.4157825,0.26726731,61.14875309,18.56,61.14875309,
12/1/1980,1121.94,830.4982162,388.5432593,379.6926544,-0.099254585,57.64723525,22,57.64723525,
1/1/1981,1122.08,830.5706435,389.5019258,379.3849392,0.328693985,53.5561479,17.25,53.5561479,
2/1/1981,1122.19,830.3442885,390.5078951,378.8400042,0.10606525,55.09636246,15.53,55.09636246,
3/1/1981,1122.40,830.637339,391.2023005,379.1817718,-0.036798407,59.61124529,14.63,59.61124529,
4/1/1981,1122.55,830.2622785,391.6313787,379.7127673,0.502659099,58.47808016,18.92,58.47808016,
5/1/1981,1122.64,830.2895401,392.0784511,380.1858974,0.26548871,59.82405612,17.56,59.82405612,
6/1/1981,1122.95,830.9445513,392.4741778,379.6540836,0.425845491,58.79453671,18.64,58.79453671,
7/1/1981,1123.08,830.7180551,393.0746619,379.8246446,0.412247516,58.48610675,17.46,58.48610675,
8/1/1981,1123.12,831.329574,393.6930229,379.913314,0.239736153,52.69363814,16.83,52.69363814,
9/1/1981,1123.11,830.6506727,394.2940108,379.3767371,0.394449849,46.10398505,16.58,46.10398505,
10/1/1981,1122.93,830.0968152,394.7448063,378.414536,0.569922818,51.94611904,14.44,51.94611904,
11/1/1981,1122.64,829.8795859,395.2742595,377.1333878,0.154978222,56.42899663,12.44,56.42899663,
12/1/1981,1122.27,830.459138,395.5791056,375.368003,0.541106506,53.57917112,13.13,53.57917112,
1/1/1982,1121.88,830.2498845,396.1650914,372.9452059,0.755708632,50.92327743,14.21,50.92327743,
2/1/1982,1121.91,831.143759,396.4634431,375.6245478,0.452267798,45.67533136,13.74,45.67533136,
3/1/1982,1121.72,831.0417454,396.7154923,374.8019168,0.907547517,44.66027505,16.8,44.66027505,
4/1/1982,1121.36,831.1287707,396.7646909,374.148529,0.695475731,48.89594835,15.28,48.89594835,
5/1/1982,1121.31,831.4611783,397.3531942,373.9948761,0.710659266,46.03417547,13.38,46.03417547,
6/1/1982,1120.96,830.9507056,398.0727835,373.8281483,0.64093241,43.613914,14.58,43.613914,
7/1/1982,1120.67,831.5661904,398.6629425,373.7365357,0.608624944,41.53990639,11.41,41.53990639,
8/1/1982,1120.40,831.6713367,398.9706008,372.8346021,-0.128632574,52.78464681,10.63,52.78464681,
9/1/1982,1120.16,832.5967309,399.249639,372.567952,0.470375657,54.44680608,12.17,54.44680608,
10/1/1982,1119.74,833.062021,399.8108954,371.3909409,0.117832711,65.65778786,9.41,65.65778786,
11/1/1982,1119.54,833.8783971,400.1150475,370.6864101,0.497122895,70.72088142,8.93,70.72088142,
12/1/1982,1119.51,834.3082632,400.2759104,370.3135177,0.699827677,72.16204755,11.2,72.16204755,
1/1/1983,1119.76,834.3989144,400.7642228,372.7610479,0.330961834,76.26186369,8.56,76.26186369,
2/1/1983,1119.68,834.3587144,400.9403767,372.6908156,0.270873288,79.23894847,8.53,79.23894847,
3/1/1983,1119.92,835.3855103,401.0763658,373.6828461,0.218980457,82.64746681,10.81,82.64746681,
4/1/1983,1120.32,835.9757789,401.5301355,374.8361876,0.121430441,89.8039472,8.84,89.8039472,
5/1/1983,1120.67,836.5476879,401.8165215,376.1390365,-0.078874452,91.11771831,8.94,91.11771831,
6/1/1983,1121.16,837.4917392,402.189931,376.9125461,0.089254888,94.83163371,10.06,94.83163371,
7/1/1983,1121.74,838.1561309,402.7527893,378.4235482,-0.078912553,91.62403594,9.52,91.62403594,
8/1/1983,1121.32,838.4121122,403.1812915,379.1536973,-0.181045686,91.96980198,9.59,91.96980198,
9/1/1983,1122.78,838.6749598,403.5302022,381.0974643,-0.050140072,93.56291724,10.59,93.56291724,
10/1/1983,1123.21,839.4661649,403.7033196,382.2088564,-0.068434964,90.71793366,9.43,90.71793366,
11/1/1983,1123.66,839.6906274,403.8461805,382.5593026,0.044913525,93.63068614,9.34,93.63068614,
12/1/1983,1124.11,840.7860352,403.9008017,382.9093836,0.127412542,92.57872538,9.92,92.57872538,
1/1/1984,1124.70,841.4298522,404.3314391,384.7605812,0.055079906,91.2678863,9.35,91.2678863,
2/1/1984,1125.30,840.1128928,404.9992037,385.8754331,-0.053606347,87.28218819,9.45,87.28218819,
3/1/1984,1125.65,840.9516663,405.3262117,386.3314963,0.027150244,88.61223078,10.24,88.61223078,
4/1/1984,1126.06,841.6430976,405.7075277,386.8411728,0.144285919,88.86528303,10.9,88.86528303,
5/1/1984,1126.42,842.213278,405.8337347,387.1162596,-0.292407212,83.48911551,10.81,83.48911551,
6/1/1984,1126.87,842.8919199,406.0132618,387.5856247,-0.009883847,85.80072183,10.85,85.80072183,
7/1/1984,1127.21,842.5031849,406.3713519,388.0445118,-0.124002861,83.71704937,11.83,83.71704937,
8/1/1984,1127.45,842.9085213,406.6802059,388.2139766,0.220051931,94.39496526,11.64,94.39496526,
9/1/1984,1127.81,843.6371347,406.8188796,387.9801014,-0.020993274,94.43539521,11.23,94.43539521,
10/1/1984,1128.15,843.3194001,407.0546966,388.3465407,-0.238285428,94.42801229,9.99,94.42801229,
11/1/1984,1128.54,844.7557971,407.1979655,388.6775898,-0.070947926,93.35376284,8.92,93.35376284,
12/1/1984,1128.73,844.9130601,407.4838891,389.043385,-0.00167268,95.69178778,8.74,95.69178778,
1/1/1985,1129.00,845.8052343,407.9129396,388.6217391,-0.076290555,103.9159167,8.73,103.9159167,113.0839462
2/1/1985,1129.14,846.1724878,408.3148789,388.2554312,-0.097690259,105.5913997,8.74,105.5913997,89.85649872
3/1/1985,1129.51,846.0790022,408.6799503,389.0031718,0.136199875,105.4165685,8.58,105.4165685,100.3992538
4/1/1985,1129.71,846.3632064,408.837679,388.6204353,-0.03271071,105.1976968,8.58,105.1976968,92.89038086
5/1/1985,1130.00,847.5101641,409.0453669,388.8104374,-0.196115373,110.6252147,7.64,110.6252147,108.6083603
6/1/1985,1130.15,846.9852077,409.2526243,388.9758383,0.214336275,112.3199113,7.95,112.3199113,118.7177582
7/1/1985,1130.23,847.7181285,409.4177882,388.3538002,0.135928454,112.2947979,8.61,112.2947979,114.9638748
8/1/1985,1130.47,848.7265801,409.714065,388.9798287,0.14769234,111.8140973,7.8,111.8140973,113.7478333
9/1/1985,1130.69,850.1033321,409.9033552,389.1100531,0.251927339,107.7500744,8.84,107.7500744,113.7575989
10/1/1985,1130.90,848.5617897,410.1287074,388.8677375,0.296449175,112.0982931,8.08,112.0982931,105.1631393
11/1/1985,1131.14,848.8390343,410.4624872,389.5524784,0.290517057,118.7919786,8.54,118.7919786,112.0784607
12/1/1985,1131.32,849.9326529,410.8083088,389.9706919,0.032972436,123.0079839,13.46,123.0079839,121.0529404
1/1/1986,1131.44,850.0140619,411.243003,391.0899369,0.339356868,123.9861269,8.09,123.9861269,139.0506134
2/1/1986,1131.52,849.76107,411.2511866,390.5344506,-0.285504227,130.9853679,7.95,130.9853679,145.5428619
3/1/1986,1131.64,850.1047549,411.0660727,390.2625744,0.587377919,136.2336948,8.06,136.2336948,146.1367798
4/1/1986,1131.85,850.7330717,410.9298854,390.4554122,0.546059776,135.4405608,7.05,135.4405608,138.3742065
5/1/1986,1131.97,851.3466255,411.1856987,390.5986144,0.028515457,140.399885,6.84,140.399885,117.1458664
6/1/1986,1131.87,851.1410504,411.6318034,390.2494844,0.020235245,141.8143866,7.72,141.8143866,109.0481644
7/1/1986,1132.26,851.8098781,411.7360974,390.8794214,0.775524895,135.6587049,6.35,135.6587049,116.81073
8/1/1986,1132.37,852.3004274,411.9232278,391.0908935,0.710377138,142.0670164,5.77,142.0670164,113.7085266
9/1/1986,1132.66,854.4736371,412.2899625,391.28486,0.314538044,133.8352043,6.9,133.8352043,117.2859726
10/1/1986,1132.81,852.990209,412.4841436,391.6754754,0.547292843,138.6478292,5.93,138.6478292,100.7642899
11/1/1986,1132.99,852.669986,412.7134385,392.1402883,0.672538997,140.1458418,6.03,140.1458418,103.5136871
12/1/1986,1133.22,854.8558129,412.9325531,393.0363994,0.703288516,137.471579,14.35,137.471579,98.67260742
1/1/1987,1133.39,852.3576773,413.5678426,392.7189825,0.558166243,149.5601828,6.28,149.5601828,115.6527481
